identity_line_item_id,identity_time_interval,bill_bill_type,bill_billing_entity,bill_billing_period_end_date,bill_billing_period_start_date,bill_invoice_id,bill_invoicing_entity,bill_payer_account_id,bill_payer_account_name,line_item_availability_zone,line_item_blended_cost,line_item_blended_rate,line_item_currency_code,line_item_line_item_description,line_item_line_item_type,line_item_net_unblended_cost,line_item_net_unblended_rate,line_item_operation,line_item_product_code,line_item_resource_id,line_item_usage_account_id,line_item_usage_account_name,line_item_usage_amount,line_item_usage_end_date,line_item_usage_start_date,line_item_usage_type,pricing_public_on_demand_cost,pricing_public_on_demand_rate,pricing_term,pricing_unit,product_product_name,product_region,product_instance_type,product_instance_type_family,product_operating_system,product_vcpu,product_memory,resource_tags
lid-00001334,2025-11-07T00:00:00Z/2025-11-08T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1c,2.8002829987,0.1260000000,USD,$0.1260 per Hrs for r5.large in eu-central-1,Usage,2.6602688488,0.1197000000,RunInstances,AmazonEC2,arn:aws:ec2:eu-central-1:999000111222:r5-large-6499,999000111222,Data Platform,22.2244682436,2025-11-08T00:00:00Z,2025-11-07T00:00:00Z,EUC1-BoxUsage:r5.large,3.2203254485,0.1449000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,eu-central-1,r5.large,Memory optimized,Linux,2,16 GiB,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00001182,2025-11-02T00:00:00Z/2025-11-03T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1a,2.8495187562,0.1908333333,USD,$0.1908 per Hrs for cache.r5.large in eu-central-1,Usage,2.7070428184,0.1812916667,CreateCacheCluster,AmazonElastiCache,arn:aws:elasticache:eu-central-1:999000111222:cache-r5-large-1673,999000111222,Data Platform,14.9319760151,2025-11-03T00:00:00Z,2025-11-02T00:00:00Z,EUC1-NodeUsage:cache.r5.large,3.2769465696,0.2194583333,OnDemand,Hrs,Amazon ElastiCache,eu-central-1,cache.r5.large,Memory optimized,,2,13.07 GiB,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00002503,2025-12-10T00:00:00Z/2025-12-11T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1a,12.4218940440,0.4800000000,USD,$0.4800 per Hrs for db.r5.xlarge in us-east-1,Usage,11.8007993418,0.4560000000,CreateDBInstance,AmazonRDS,arn:aws:rds:us-east-1:999000111222:db-r5-xlarge-1535,999000111222,Data Platform,25.8789459249,2025-12-11T00:00:00Z,2025-12-10T00:00:00Z,USE1-InstanceUsage:db.r5.xlarge,14.2851781506,0.5520000000,OnDemand,Hrs,Amazon Relational Database Service,us-east-1,db.r5.xlarge,Memory optimized,,4,32 GiB,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00001244,2025-11-04T00:00:00Z/2025-11-05T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1a,3.7941930642,0.1740000000,USD,$0.1740 per Hrs for db.m5.large in ap-southeast-1,Usage,3.6044834110,0.1653000000,CreateDBInstance,AmazonRDS,arn:aws:rds:ap-southeast-1:555666777888:db-m5-large-8025,555666777888,Staging,21.8057072657,2025-11-05T00:00:00Z,2025-11-04T00:00:00Z,APS1-InstanceUsage:db.m5.large,4.3633220239,0.2001000000,OnDemand,Hrs,Amazon Relational Database Service,ap-southeast-1,db.m5.large,General purpose,,2,8 GiB,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001593,2025-11-14T00:00:00Z/2025-11-15T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1b,9.3080389163,0.3840000000,USD,$0.3840 per Hrs for m5.2xlarge in eu-west-1,Usage,8.8426369705,0.3648000000,RunInstances,AmazonEC2,arn:aws:ec2:eu-west-1:999000111222:m5-2xlarge-7047,999000111222,Data Platform,24.2396846779,2025-11-15T00:00:00Z,2025-11-14T00:00:00Z,EUW1-BoxUsage:m5.2xlarge,10.7042447538,0.4416000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,eu-west-1,m5.2xlarge,General purpose,Linux,8,32 GiB,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00002697,2025-12-15T00:00:00Z/2025-12-16T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.1175459144,0.0100000000,USD,$0.0100 per GB-Mo for Glacier in ap-southeast-1,Usage,0.1116686187,0.0095000000,PutObject,AmazonS3,arn:aws:s3:ap-southeast-1:555666777888:Glacier-5823,555666777888,Staging,11.7545914403,2025-12-16T00:00:00Z,2025-12-15T00:00:00Z,APS1-TimedStorage-ByteHrs:Glacier,0.1351778016,0.0115000000,OnDemand,GB-Mo,Amazon Simple Storage Service,ap-southeast-1,Glacier,,,,,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001259,2025-11-04T00:00:00Z/2025-11-05T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1b,4.1651197327,0.1600000000,USD,$0.1600 per Hrs for cache.m5.large in ap-southeast-1,Usage,3.9568637461,0.1520000000,CreateCacheCluster,AmazonElastiCache,arn:aws:elasticache:ap-southeast-1:999000111222:cache-m5-large-5661,999000111222,Data Platform,26.0319983296,2025-11-05T00:00:00Z,2025-11-04T00:00:00Z,APS1-NodeUsage:cache.m5.large,4.7898876926,0.1840000000,OnDemand,Hrs,Amazon ElastiCache,ap-southeast-1,cache.m5.large,General purpose,,2,6.38 GiB,{}
lid-00002044,2025-11-27T00:00:00Z/2025-11-28T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2b,4.8025243440,0.1700000000,USD,$0.1700 per Hrs for c5.xlarge in us-west-2,Usage,4.5623981268,0.1615000000,RunInstances,AmazonEC2,arn:aws:ec2:us-west-2:999000111222:c5-xlarge-8206,999000111222,Data Platform,28.2501431999,2025-11-28T00:00:00Z,2025-11-27T00:00:00Z,USW2-BoxUsage:c5.xlarge,5.5229029956,0.1955000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,us-west-2,c5.xlarge,Compute optimized,Linux,4,8 GiB,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00001060,2025-10-30T00:00:00Z/2025-10-31T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1a,4.5107367105,0.1740000000,USD,$0.1740 per Hrs for db.m5.large in ap-southeast-1,Usage,4.2851998750,0.1653000000,CreateDBInstance,AmazonRDS,arn:aws:rds:ap-southeast-1:111222333444:db-m5-large-7580,111222333444,Production,25.9237741983,2025-10-31T00:00:00Z,2025-10-30T00:00:00Z,APS1-InstanceUsage:db.m5.large,5.1873472171,0.2001000000,OnDemand,Hrs,Amazon Relational Database Service,ap-southeast-1,db.m5.large,General purpose,,2,8 GiB,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00000121,2025-10-04T00:00:00Z/2025-10-05T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.0501525293,0.0100000000,USD,$0.0100 per GB-Mo for Glacier in us-east-1,Usage,0.0476449028,0.0095000000,PutObject,AmazonS3,arn:aws:s3:us-east-1:999000111222:Glacier-4697,999000111222,Data Platform,5.0152529306,2025-10-05T00:00:00Z,2025-10-04T00:00:00Z,USE1-TimedStorage-ByteHrs:Glacier,0.0576754087,0.0115000000,OnDemand,GB-Mo,Amazon Simple Storage Service,us-east-1,Glacier,,,,,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00001801,2025-11-20T00:00:00Z/2025-11-21T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1a,15.3639483817,0.6800000000,USD,$0.6800 per Hrs for c5.4xlarge in eu-central-1,Usage,14.5957509626,0.6460000000,RunInstances,AmazonEC2,arn:aws:ec2:eu-central-1:555666777888:c5-4xlarge-4346,555666777888,Staging,22.5940417378,2025-11-21T00:00:00Z,2025-11-20T00:00:00Z,EUC1-BoxUsage:c5.4xlarge,17.6685406389,0.7820000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,eu-central-1,c5.4xlarge,Compute optimized,Linux,16,32 GiB,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001208,2025-11-03T00:00:00Z/2025-11-04T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1b,3.9890226248,0.1740000000,USD,$0.1740 per Hrs for db.m5.large in eu-west-1,Usage,3.7895714935,0.1653000000,CreateDBInstance,AmazonRDS,arn:aws:rds:eu-west-1:111222333444:db-m5-large-5841,111222333444,Production,22.9254173838,2025-11-04T00:00:00Z,2025-11-03T00:00:00Z,EUW1-InstanceUsage:db.m5.large,4.5873760185,0.2001000000,OnDemand,Hrs,Amazon Relational Database Service,eu-west-1,db.m5.large,General purpose,,2,8 GiB,{}
lid-00003085,2025-12-26T00:00:00Z/2025-12-27T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2a,2.8568736942,0.1260000000,USD,$0.1260 per Hrs for r5.large in us-west-2,Usage,2.7140300094,0.1197000000,RunInstances,AmazonEC2,arn:aws:ec2:us-west-2:111222333444:r5-large-3065,111222333444,Production,22.6736007473,2025-12-27T00:00:00Z,2025-12-26T00:00:00Z,USW2-BoxUsage:r5.large,3.2854047483,0.1449000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,us-west-2,r5.large,Memory optimized,Linux,2,16 GiB,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00000967,2025-10-27T00:00:00Z/2025-10-28T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1b,29.7112410305,1.0920000000,USD,$1.0920 per Hrs for ra3.xlplus in us-east-1,Usage,28.2256789789,1.0374000000,CreateCluster,AmazonRedshift,arn:aws:redshift:us-east-1:111222333444:ra3-xlplus-7277,111222333444,Production,27.2080961817,2025-10-28T00:00:00Z,2025-10-27T00:00:00Z,USE1-Node:ra3.xlplus,34.1679271850,1.2558000000,OnDemand,Hrs,Amazon Redshift,us-east-1,ra3.xlplus,RA3,,4,32 GiB,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00001359,2025-11-07T00:00:00Z/2025-11-08T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1a,5.3282589109,0.2300000000,USD,$0.2300 per Hrs for ml.m5.xlarge in eu-central-1,Usage,5.0618459653,0.2185000000,CreateNotebookInstance,AmazonSageMaker,arn:aws:sagemaker:eu-central-1:111222333444:ml-m5-xlarge-5825,111222333444,Production,23.1663430908,2025-11-08T00:00:00Z,2025-11-07T00:00:00Z,EUC1-Notebook:ml.m5.xlarge,6.1274977475,0.2645000000,OnDemand,Hrs,Amazon SageMaker,eu-central-1,ml.m5.xlarge,General purpose,,4,16 GiB,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00000033,2025-10-01T00:00:00Z/2025-10-02T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1b,5.5529765229,0.2300000000,USD,$0.2300 per Hrs for ml.m5.xlarge in ap-southeast-1,Usage,5.2753276968,0.2185000000,CreateNotebookInstance,AmazonSageMaker,arn:aws:sagemaker:ap-southeast-1:999000111222:ml-m5-xlarge-4119,999000111222,Data Platform,24.1433761866,2025-10-02T00:00:00Z,2025-10-01T00:00:00Z,APS1-Notebook:ml.m5.xlarge,6.3859230013,0.2645000000,OnDemand,Hrs,Amazon SageMaker,ap-southeast-1,ml.m5.xlarge,General purpose,,4,16 GiB,{}
lid-00000512,2025-10-15T00:00:00Z/2025-10-16T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1c,10.7050018308,0.4800000000,USD,$0.4800 per Hrs for db.r5.xlarge in eu-central-1,Usage,10.1697517392,0.4560000000,CreateDBInstance,AmazonRDS,arn:aws:rds:eu-central-1:555666777888:db-r5-xlarge-5093,555666777888,Staging,22.3020871474,2025-10-16T00:00:00Z,2025-10-15T00:00:00Z,EUC1-InstanceUsage:db.r5.xlarge,12.3107521054,0.5520000000,OnDemand,Hrs,Amazon Relational Database Service,eu-central-1,db.r5.xlarge,Memory optimized,,4,32 GiB,{}
lid-00000741,2025-10-21T00:00:00Z/2025-10-22T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1a,0.7203842261,0.0333333333,USD,$0.0333 per Lambda-GB-Second for Function in eu-west-1,Usage,0.6843650148,0.0316666667,Invoke,AWSLambda,arn:aws:lambda:eu-west-1:111222333444:Function-5277,111222333444,Production,21.6115267821,2025-10-22T00:00:00Z,2025-10-21T00:00:00Z,EUW1-Lambda-GB-Second:Function,0.8284418600,0.0383333333,OnDemand,Lambda-GB-Second,AWS Lambda,eu-west-1,Function,,,,512 MB,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00000755,2025-10-21T00:00:00Z/2025-10-22T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1c,4.9308799742,0.2300000000,USD,$0.2300 per Hrs for ml.m5.xlarge in ap-southeast-1,Usage,4.6843359755,0.2185000000,CreateNotebookInstance,AmazonSageMaker,arn:aws:sagemaker:ap-southeast-1:111222333444:ml-m5-xlarge-1533,111222333444,Production,21.4386085834,2025-10-22T00:00:00Z,2025-10-21T00:00:00Z,APS1-Notebook:ml.m5.xlarge,5.6705119703,0.2645000000,OnDemand,Hrs,Amazon SageMaker,ap-southeast-1,ml.m5.xlarge,General purpose,,4,16 GiB,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00000731,2025-10-21T00:00:00Z/2025-10-22T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1c,1.0730516204,0.0416666667,USD,$0.0417 per Hrs for t3.medium in ap-southeast-1,Usage,1.0193990394,0.0395833333,RunInstances,AmazonEC2,arn:aws:ec2:ap-southeast-1:555666777888:t3-medium-1852,555666777888,Staging,25.7532388899,2025-10-22T00:00:00Z,2025-10-21T00:00:00Z,APS1-BoxUsage:t3.medium,1.2340093635,0.0479166667,OnDemand,Hrs,Amazon Elastic Compute Cloud,ap-southeast-1,t3.medium,General purpose,Linux,2,4 GiB,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00001743,2025-11-18T00:00:00Z/2025-11-19T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1b,0.8238319164,0.0333333333,USD,$0.0333 per Lambda-GB-Second for Function in eu-central-1,Usage,0.7826403205,0.0316666667,Invoke,AWSLambda,arn:aws:lambda:eu-central-1:999000111222:Function-7406,999000111222,Data Platform,24.7149574910,2025-11-19T00:00:00Z,2025-11-18T00:00:00Z,EUC1-Lambda-GB-Second:Function,0.9474067038,0.0383333333,OnDemand,Lambda-GB-Second,AWS Lambda,eu-central-1,Function,,,,512 MB,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00003058,2025-12-25T00:00:00Z/2025-12-26T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.5927906009,0.0208333333,USD,$0.0208 per GB-Mo for Standard in us-east-1,Usage,0.5631510708,0.0197916667,PutObject,AmazonS3,arn:aws:s3:us-east-1:555666777888:Standard-1718,555666777888,Staging,28.4539488420,2025-12-26T00:00:00Z,2025-12-25T00:00:00Z,USE1-TimedStorage-ByteHrs:Standard,0.6817091910,0.0239583333,OnDemand,GB-Mo,Amazon Simple Storage Service,us-east-1,Standard,,,,,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00000561,2025-10-16T00:00:00Z/2025-10-17T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2c,7.9538367391,0.3000000000,USD,$0.3000 per Hrs for Cluster in us-west-2,Usage,7.5561449022,0.2850000000,CreateCluster,AmazonEKS,arn:aws:eks:us-west-2:111222333444:Cluster-8133,111222333444,Production,26.5127891305,2025-10-17T00:00:00Z,2025-10-16T00:00:00Z,USW2-AmazonEKS-Hours:perCluster:Cluster,9.1469122500,0.3450000000,OnDemand,Hrs,Amazon Elastic Kubernetes Service,us-west-2,Cluster,,,,,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001957,2025-11-24T00:00:00Z/2025-11-25T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.1077390345,0.0100000000,USD,$0.0100 per GB-Mo for Glacier in eu-west-1,Usage,0.1023520828,0.0095000000,PutObject,AmazonS3,arn:aws:s3:eu-west-1:999000111222:Glacier-4563,999000111222,Data Platform,10.7739034512,2025-11-25T00:00:00Z,2025-11-24T00:00:00Z,EUW1-TimedStorage-ByteHrs:Glacier,0.1238998897,0.0115000000,OnDemand,GB-Mo,Amazon Simple Storage Service,eu-west-1,Glacier,,,,,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00002586,2025-12-12T00:00:00Z/2025-12-13T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.1010500139,0.0100000000,USD,$0.0100 per GB-Mo for Glacier in eu-central-1,Usage,0.0959975132,0.0095000000,PutObject,AmazonS3,arn:aws:s3:eu-central-1:111222333444:Glacier-8812,111222333444,Production,10.1050013867,2025-12-13T00:00:00Z,2025-12-12T00:00:00Z,EUC1-TimedStorage-ByteHrs:Glacier,0.1162075159,0.0115000000,OnDemand,GB-Mo,Amazon Simple Storage Service,eu-central-1,Glacier,,,,,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00001410,2025-11-09T00:00:00Z/2025-11-10T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1c,0.5067061776,0.0416666667,USD,$0.0417 per Hrs for t3.medium in us-east-1,Usage,0.4813708687,0.0395833333,RunInstances,AmazonEC2,arn:aws:ec2:us-east-1:555666777888:t3-medium-8354,555666777888,Staging,12.1609482621,2025-11-10T00:00:00Z,2025-11-09T00:00:00Z,USE1-BoxUsage:t3.medium,0.5827121042,0.0479166667,OnDemand,Hrs,Amazon Elastic Compute Cloud,us-east-1,t3.medium,General purpose,Linux,2,4 GiB,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00002485,2025-12-09T00:00:00Z/2025-12-10T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2b,5.3779388695,0.1908333333,USD,$0.1908 per Hrs for cache.r5.large in us-west-2,Usage,5.1090419261,0.1812916667,CreateCacheCluster,AmazonElastiCache,arn:aws:elasticache:us-west-2:111222333444:cache-r5-large-4608,111222333444,Production,28.1813390543,2025-12-10T00:00:00Z,2025-12-09T00:00:00Z,USW2-NodeUsage:cache.r5.large,6.1846297000,0.2194583333,OnDemand,Hrs,Amazon ElastiCache,us-west-2,cache.r5.large,Memory optimized,,2,13.07 GiB,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00002513,2025-12-10T00:00:00Z/2025-12-11T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2a,1.5771356116,0.0500000000,USD,$0.0500 per ReadRequestUnits for PayPerRequest in us-west-2,Usage,1.4982788310,0.0475000000,GetItem,AmazonDynamoDB,arn:aws:dynamodb:us-west-2:111222333444:PayPerRequest-2764,111222333444,Production,31.5427122319,2025-12-11T00:00:00Z,2025-12-10T00:00:00Z,USW2-PayPerRequestThroughput:PayPerRequest,1.8137059533,0.0575000000,OnDemand,ReadRequestUnits,Amazon DynamoDB,us-west-2,PayPerRequest,,,,,"{""Environment"": ""production"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001"", ""Project"": ""data-pipeline""}"
lid-00000517,2025-10-15T00:00:00Z/2025-10-16T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.6382340258,0.0208333333,USD,$0.0208 per GB-Mo for Standard in us-east-1,Usage,0.6063223245,0.0197916667,PutObject,AmazonS3,arn:aws:s3:us-east-1:111222333444:Standard-8096,111222333444,Production,30.6352332390,2025-10-16T00:00:00Z,2025-10-15T00:00:00Z,USE1-TimedStorage-ByteHrs:Standard,0.7339691297,0.0239583333,OnDemand,GB-Mo,Amazon Simple Storage Service,us-east-1,Standard,,,,,{}
lid-00002809,2025-12-18T00:00:00Z/2025-12-19T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,2.4501482244,0.1041666667,USD,$0.1042 per GB for Distribution in us-west-2,Usage,2.3276408132,0.0989583333,GET,AmazonCloudFront,arn:aws:cloudfront:us-west-2:555666777888:Distribution-6950,555666777888,Staging,23.5214229544,2025-12-19T00:00:00Z,2025-12-18T00:00:00Z,USW2-DataTransfer-Out-Bytes:Distribution,2.8176704581,0.1197916667,OnDemand,GB,Amazon CloudFront,us-west-2,Distribution,,,,,{}
lid-00001548,2025-11-12T00:00:00Z/2025-11-13T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2b,7.9260672323,0.3000000000,USD,$0.3000 per Hrs for Cluster in us-west-2,Usage,7.5297638707,0.2850000000,CreateCluster,AmazonEKS,arn:aws:eks:us-west-2:555666777888:Cluster-2005,555666777888,Staging,26.4202241076,2025-11-13T00:00:00Z,2025-11-12T00:00:00Z,USW2-AmazonEKS-Hours:perCluster:Cluster,9.1149773171,0.3450000000,OnDemand,Hrs,Amazon Elastic Kubernetes Service,us-west-2,Cluster,,,,,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00000159,2025-10-05T00:00:00Z/2025-10-06T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2a,5.5876345944,0.4800000000,USD,$0.4800 per Hrs for db.r5.xlarge in us-west-2,Usage,5.3082528647,0.4560000000,CreateDBInstance,AmazonRDS,arn:aws:rds:us-west-2:999000111222:db-r5-xlarge-3868,999000111222,Data Platform,11.6409054049,2025-10-06T00:00:00Z,2025-10-05T00:00:00Z,USW2-InstanceUsage:db.r5.xlarge,6.4257797835,0.5520000000,OnDemand,Hrs,Amazon Relational Database Service,us-west-2,db.r5.xlarge,Memory optimized,,4,32 GiB,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00001233,2025-11-04T00:00:00Z/2025-11-05T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1c,16.1334557859,0.6800000000,USD,$0.6800 per Hrs for c5.4xlarge in us-east-1,Usage,15.3267829966,0.6460000000,RunInstances,AmazonEC2,arn:aws:ec2:us-east-1:555666777888:c5-4xlarge-1523,555666777888,Staging,23.7256702734,2025-11-05T00:00:00Z,2025-11-04T00:00:00Z,USE1-BoxUsage:c5.4xlarge,18.5534741538,0.7820000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,us-east-1,c5.4xlarge,Compute optimized,Linux,16,32 GiB,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
